Start Date,1/1/1960,,,,,,,,
End Date,,,,,,,,,
,,,,,,,,,
,SPX Index,VIX Index,USGG10YR Index,USGG2YR Index,USGG5YR Index,XAU Curncy,CL1 Comdty,USURTOT Index,GDP CQOQ Index
,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price
Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
7/15/1976,105.2,#N/A N/A,7.772,6.72,6.984,121.4,#N/A N/A,#N/A N/A,
7/16/1976,104.68,#N/A N/A,7.832,6.85,7.104,117.85,#N/A N/A,#N/A N/A,
7/19/1976,104.29,#N/A N/A,7.862,6.89,7.154,114.15,#N/A N/A,#N/A N/A,
7/20/1976,103.72,#N/A N/A,7.872,6.91,7.154,107.75,#N/A N/A,#N/A N/A,
7/21/1976,103.82,#N/A N/A,7.862,6.9,7.174,113,#N/A N/A,#N/A N/A,
7/22/1976,103.93,#N/A N/A,7.862,6.91,7.164,111.75,#N/A N/A,#N/A N/A,
7/23/1976,104.06,#N/A N/A,7.842,6.9,7.154,111,#N/A N/A,#N/A N/A,
7/26/1976,104.07,#N/A N/A,7.872,6.86,7.144,113,#N/A N/A,#N/A N/A,
7/27/1976,103.48,#N/A N/A,7.852,6.76,7.054,114.15,#N/A N/A,#N/A N/A,
7/28/1976,103.05,#N/A N/A,7.852,6.79,7.084,114,#N/A N/A,#N/A N/A,
7/29/1976,102.93,#N/A N/A,7.852,6.75,7.004,112.25,#N/A N/A,#N/A N/A,
7/30/1976,103.44,#N/A N/A,7.862,6.74,7.054,112.5,#N/A N/A,#N/A N/A,
8/2/1976,103.19,#N/A N/A,7.852,6.75,7.024,111.9,#N/A N/A,#N/A N/A,
8/3/1976,104.14,#N/A N/A,7.822,6.72,6.984,111.6,#N/A N/A,#N/A N/A,
8/4/1976,104.43,#N/A N/A,7.812,6.73,6.924,113.4,#N/A N/A,#N/A N/A,
8/5/1976,103.85,#N/A N/A,7.822,6.74,7.004,112.6,#N/A N/A,#N/A N/A,
8/6/1976,103.79,#N/A N/A,7.842,6.71,6.894,112.8,#N/A N/A,#N/A N/A,
8/9/1976,103.49,#N/A N/A,7.842,6.68,6.874,112.7,#N/A N/A,#N/A N/A,
8/10/1976,104.41,#N/A N/A,7.842,6.68,6.884,113.4,#N/A N/A,#N/A N/A,
8/11/1976,104.06,#N/A N/A,7.822,6.66,6.864,113.55,#N/A N/A,#N/A N/A,
8/12/1976,104.22,#N/A N/A,7.812,6.64,6.874,113.2,#N/A N/A,#N/A N/A,
8/13/1976,104.25,#N/A N/A,7.782,6.6,6.814,113.4,#N/A N/A,#N/A N/A,
8/16/1976,104.43,#N/A N/A,7.742,6.57,6.784,113.15,#N/A N/A,#N/A N/A,
8/17/1976,104.8,#N/A N/A,7.752,6.57,6.794,112.15,#N/A N/A,#N/A N/A,
8/18/1976,104.56,#N/A N/A,7.762,6.59,6.804,108.1,#N/A N/A,#N/A N/A,
8/19/1976,103.39,#N/A N/A,7.762,6.61,6.844,109.45,#N/A N/A,#N/A N/A,
8/20/1976,102.37,#N/A N/A,7.762,6.68,6.924,109,#N/A N/A,#N/A N/A,
8/23/1976,101.96,#N/A N/A,7.732,6.62,6.844,106.6,#N/A N/A,#N/A N/A,
8/24/1976,101.27,#N/A N/A,7.722,6.6,6.824,104.8,#N/A N/A,#N/A N/A,
8/25/1976,102.03,#N/A N/A,7.692,6.53,6.774,103.5,#N/A N/A,#N/A N/A,
8/26/1976,101.32,#N/A N/A,7.682,6.54,6.784,105,#N/A N/A,#N/A N/A,
8/27/1976,101.48,#N/A N/A,7.722,6.6,6.864,104.2,#N/A N/A,#N/A N/A,
8/30/1976,102.07,#N/A N/A,7.712,6.57,6.794,#N/A N/A,#N/A N/A,#N/A N/A,
8/31/1976,102.91,#N/A N/A,7.662,6.5,6.734,104,#N/A N/A,7.8,
9/1/1976,104.06,#N/A N/A,7.642,6.5,6.724,105.7,#N/A N/A,#N/A N/A,
9/2/1976,103.92,#N/A N/A,7.672,6.54,6.774,106.1,#N/A N/A,#N/A N/A,
9/3/1976,104.3,#N/A N/A,7.652,6.52,6.744,107.4,#N/A N/A,#N/A N/A,
9/6/1976,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,113.65,#N/A N/A,#N/A N/A,
9/7/1976,105.03,#N/A N/A,7.642,6.46,6.704,110.75,#N/A N/A,#N/A N/A,
9/8/1976,104.94,#N/A N/A,7.642,6.44,6.714,111.6,#N/A N/A,#N/A N/A,
9/9/1976,104.4,#N/A N/A,7.662,6.49,6.744,112,#N/A N/A,#N/A N/A,
9/10/1976,104.65,#N/A N/A,7.642,6.46,6.704,115.7,#N/A N/A,#N/A N/A,
9/13/1976,104.29,#N/A N/A,7.642,6.47,6.714,114.4,#N/A N/A,#N/A N/A,
9/14/1976,103.94,#N/A N/A,7.642,6.49,6.744,111.6,#N/A N/A,#N/A N/A,
9/15/1976,104.25,#N/A N/A,7.622,6.45,6.704,111.25,#N/A N/A,#N/A N/A,
9/16/1976,105.34,#N/A N/A,7.602,6.41,6.664,114,#N/A N/A,#N/A N/A,
9/17/1976,106.27,#N/A N/A,7.492,6.26,6.514,119.5,#N/A N/A,#N/A N/A,
9/20/1976,106.32,#N/A N/A,7.522,6.34,6.584,115.4,#N/A N/A,#N/A N/A,
9/21/1976,107.83,#N/A N/A,7.512,6.3,6.554,119.9,#N/A N/A,#N/A N/A,
9/22/1976,107.46,#N/A N/A,7.532,6.36,6.604,118,#N/A N/A,#N/A N/A,
9/23/1976,106.92,#N/A N/A,7.542,6.35,6.624,117.75,#N/A N/A,#N/A N/A,
9/24/1976,106.8,#N/A N/A,7.582,6.44,6.704,119.15,#N/A N/A,#N/A N/A,
9/27/1976,107.27,#N/A N/A,7.602,6.41,6.684,118.9,#N/A N/A,#N/A N/A,
9/28/1976,105.92,#N/A N/A,7.562,6.36,6.604,116.25,#N/A N/A,#N/A N/A,
9/29/1976,105.37,#N/A N/A,7.562,6.36,6.604,116.2,#N/A N/A,#N/A N/A,
9/30/1976,105.24,#N/A N/A,7.552,6.33,6.594,116,#N/A N/A,7.6,
10/1/1976,104.17,#N/A N/A,7.492,6.24,6.484,116,#N/A N/A,#N/A N/A,
10/4/1976,104.03,#N/A N/A,7.462,6.19,6.424,114.35,#N/A N/A,#N/A N/A,
10/5/1976,103.23,#N/A N/A,7.472,6.19,6.424,114.45,#N/A N/A,#N/A N/A,
10/6/1976,102.97,#N/A N/A,7.442,6.11,6.364,115.25,#N/A N/A,#N/A N/A,
10/7/1976,103.54,#N/A N/A,7.432,6.09,6.354,115.5,#N/A N/A,#N/A N/A,
10/8/1976,102.56,#N/A N/A,7.382,5.87,6.124,114,#N/A N/A,#N/A N/A,
10/11/1976,101.64,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,114.5,#N/A N/A,#N/A N/A,
10/12/1976,100.81,#N/A N/A,7.352,5.8,6.014,114.7,#N/A N/A,#N/A N/A,
10/13/1976,102.12,#N/A N/A,7.352,5.82,6.034,114.65,#N/A N/A,#N/A N/A,
10/14/1976,100.88,#N/A N/A,7.342,5.81,6.044,114.85,#N/A N/A,#N/A N/A,
10/15/1976,100.85,#N/A N/A,7.312,5.75,6.004,115.7,#N/A N/A,#N/A N/A,
10/18/1976,101.47,#N/A N/A,7.312,5.77,5.994,116.2,#N/A N/A,#N/A N/A,
10/19/1976,101.45,#N/A N/A,7.352,5.85,6.104,115.4,#N/A N/A,#N/A N/A,
10/20/1976,101.74,#N/A N/A,7.382,5.95,6.174,114.9,#N/A N/A,#N/A N/A,
10/21/1976,100.77,#N/A N/A,7.392,5.98,6.194,116,#N/A N/A,#N/A N/A,
10/22/1976,99.96,#N/A N/A,7.482,6.07,6.314,115.5,#N/A N/A,#N/A N/A,
10/25/1976,100.07,#N/A N/A,7.532,6.11,6.414,115.85,#N/A N/A,#N/A N/A,
10/26/1976,101.06,#N/A N/A,7.482,6.05,6.394,114.45,#N/A N/A,#N/A N/A,
10/27/1976,101.76,#N/A N/A,7.452,6.01,6.334,117.85,#N/A N/A,#N/A N/A,
10/28/1976,101.61,#N/A N/A,7.412,5.99,6.314,122.75,#N/A N/A,#N/A N/A,
10/29/1976,102.9,#N/A N/A,7.422,6.03,6.324,123.15,#N/A N/A,#N/A N/A,
11/1/1976,103.1,#N/A N/A,7.382,6.03,6.304,122.6,#N/A N/A,#N/A N/A,
11/2/1976,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,122.5,#N/A N/A,#N/A N/A,
11/3/1976,101.92,#N/A N/A,7.442,6.07,6.354,125.85,#N/A N/A,#N/A N/A,
11/4/1976,102.41,#N/A N/A,7.382,5.95,6.254,124,#N/A N/A,#N/A N/A,
11/5/1976,100.82,#N/A N/A,7.412,6.01,6.324,127,#N/A N/A,#N/A N/A,
11/8/1976,99.6,#N/A N/A,7.462,6.04,6.334,131.5,#N/A N/A,#N/A N/A,
11/9/1976,99.32,#N/A N/A,7.462,6.07,6.354,130.55,#N/A N/A,#N/A N/A,
11/10/1976,98.81,#N/A N/A,7.452,6.03,6.344,136.25,#N/A N/A,#N/A N/A,
11/11/1976,99.64,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,133.2,#N/A N/A,#N/A N/A,
11/12/1976,99.24,#N/A N/A,7.432,6.01,6.304,135.6,#N/A N/A,#N/A N/A,
11/15/1976,99.9,#N/A N/A,7.412,6,6.264,138.85,#N/A N/A,#N/A N/A,
11/16/1976,100.04,#N/A N/A,7.332,5.86,6.154,133.2,#N/A N/A,#N/A N/A,
11/17/1976,100.61,#N/A N/A,7.322,5.82,6.084,131.25,#N/A N/A,#N/A N/A,
11/18/1976,101.89,#N/A N/A,7.332,5.83,6.104,128.65,#N/A N/A,#N/A N/A,
11/19/1976,101.92,#N/A N/A,7.242,5.67,5.964,130.2,#N/A N/A,#N/A N/A,
11/22/1976,102.59,#N/A N/A,7.172,5.56,5.844,133.9,#N/A N/A,#N/A N/A,
11/23/1976,101.96,#N/A N/A,7.162,5.59,5.834,133.45,#N/A N/A,#N/A N/A,
11/24/1976,102.41,#N/A N/A,7.142,5.56,5.794,130.75,#N/A N/A,#N/A N/A,
11/25/1976,#N/A N/A,#N/A N/A,6.992,#N/A N/A,#N/A N/A,130.75,#N/A N/A,#N/A N/A,
11/26/1976,103.15,#N/A N/A,#N/A N/A,5.41,5.694,130.25,#N/A N/A,#N/A N/A,
11/29/1976,102.44,#N/A N/A,7.022,5.46,5.724,129.65,#N/A N/A,#N/A N/A,
11/30/1976,102.1,#N/A N/A,7.012,5.42,5.694,130.25,#N/A N/A,7.8,
12/1/1976,102.49,#N/A N/A,6.972,5.4,5.674,130.5,#N/A N/A,#N/A N/A,
12/2/1976,102.12,#N/A N/A,6.922,5.34,5.594,130.85,#N/A N/A,#N/A N/A,
12/3/1976,102.76,#N/A N/A,6.862,5.31,5.604,131.05,#N/A N/A,#N/A N/A,
12/6/1976,103.56,#N/A N/A,6.872,5.37,5.644,134,#N/A N/A,#N/A N/A,
12/7/1976,103.49,#N/A N/A,6.882,5.41,5.694,134.85,#N/A N/A,#N/A N/A,
12/8/1976,104.08,#N/A N/A,6.912,5.43,5.704,135.65,#N/A N/A,#N/A N/A,
12/9/1976,104.51,#N/A N/A,6.922,5.44,5.714,136.5,#N/A N/A,#N/A N/A,
12/10/1976,104.7,#N/A N/A,6.822,5.31,5.594,137.65,#N/A N/A,#N/A N/A,
12/13/1976,104.63,#N/A N/A,6.902,5.43,5.704,135.4,#N/A N/A,#N/A N/A,
12/14/1976,105.07,#N/A N/A,6.892,5.39,5.684,134.6,#N/A N/A,#N/A N/A,
12/15/1976,105.14,#N/A N/A,6.882,5.38,5.674,134.8,#N/A N/A,#N/A N/A,
12/16/1976,104.8,#N/A N/A,6.882,5.4,5.704,134.4,#N/A N/A,#N/A N/A,
12/17/1976,104.26,#N/A N/A,6.882,5.4,5.704,131.9,#N/A N/A,#N/A N/A,
12/20/1976,103.65,#N/A N/A,6.842,5.34,5.664,132.35,#N/A N/A,#N/A N/A,
12/21/1976,104.22,#N/A N/A,6.852,5.37,5.684,133.6,#N/A N/A,#N/A N/A,
12/22/1976,104.71,#N/A N/A,6.862,5.34,5.694,133.6,#N/A N/A,#N/A N/A,
12/23/1976,104.84,#N/A N/A,6.842,5.36,5.664,132.35,#N/A N/A,#N/A N/A,
12/24/1976,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,
12/27/1976,106.06,#N/A N/A,6.842,5.37,5.684,#N/A N/A,#N/A N/A,#N/A N/A,
12/28/1976,106.77,#N/A N/A,6.862,5.39,5.724,#N/A N/A,#N/A N/A,#N/A N/A,
12/29/1976,106.34,#N/A N/A,6.842,5.39,5.744,134.25,#N/A N/A,#N/A N/A,
12/30/1976,106.88,#N/A N/A,6.802,5.38,5.704,134.75,#N/A N/A,#N/A N/A,
12/31/1976,107.46,#N/A N/A,6.812,5.34,5.704,134.5,#N/A N/A,7.8,
1/3/1977,107,#N/A N/A,6.842,5.42,5.734,#N/A N/A,#N/A N/A,#N/A N/A,
1/4/1977,105.7,#N/A N/A,6.902,5.5,5.784,135.7,#N/A N/A,#N/A N/A,
1/5/1977,104.76,#N/A N/A,6.882,5.48,5.794,133.05,#N/A N/A,#N/A N/A,
1/6/1977,105.02,#N/A N/A,6.932,5.57,5.884,132.6,#N/A N/A,#N/A N/A,
1/7/1977,105.01,#N/A N/A,7.072,5.68,5.684,132.8,#N/A N/A,#N/A N/A,
1/10/1977,105.2,#N/A N/A,7.202,5.79,6.144,131,#N/A N/A,#N/A N/A,
1/11/1977,104.12,#N/A N/A,7.282,5.87,6.254,129.75,#N/A N/A,#N/A N/A,
1/12/1977,103.4,#N/A N/A,7.262,5.84,6.184,130.5,#N/A N/A,#N/A N/A,
1/13/1977,104.2,#N/A N/A,7.182,5.79,6.114,132.2,#N/A N/A,#N/A N/A,
1/14/1977,104.01,#N/A N/A,7.282,5.96,6.304,131.45,#N/A N/A,#N/A N/A,
1/17/1977,103.73,#N/A N/A,7.282,5.98,6.294,131.57,#N/A N/A,#N/A N/A,
1/18/1977,103.32,#N/A N/A,7.342,6.04,6.384,132.8,#N/A N/A,#N/A N/A,
1/19/1977,103.85,#N/A N/A,7.282,6.02,6.324,132.7,#N/A N/A,#N/A N/A,
1/20/1977,102.97,#N/A N/A,7.262,6.01,6.314,133.1,#N/A N/A,#N/A N/A,
1/21/1977,103.32,#N/A N/A,7.282,6.02,6.364,132.2,#N/A N/A,#N/A N/A,
1/24/1977,103.25,#N/A N/A,7.342,6.09,6.444,132.3,#N/A N/A,#N/A N/A,
1/25/1977,103.13,#N/A N/A,7.322,6.08,6.404,133.5,#N/A N/A,#N/A N/A,
1/26/1977,102.34,#N/A N/A,7.332,6.09,6.404,132.15,#N/A N/A,#N/A N/A,
1/27/1977,101.79,#N/A N/A,7.432,6.26,6.604,132.3,#N/A N/A,#N/A N/A,
1/28/1977,101.93,#N/A N/A,7.402,6.22,6.544,131.3,#N/A N/A,#N/A N/A,
1/31/1977,102.03,#N/A N/A,7.402,6.189,6.504,132.3,#N/A N/A,7.5,
2/1/1977,102.54,#N/A N/A,7.412,6.209,6.904,132.6,#N/A N/A,#N/A N/A,
2/2/1977,102.36,#N/A N/A,7.472,6.289,7.024,132.1,#N/A N/A,#N/A N/A,
2/3/1977,101.85,#N/A N/A,7.462,6.219,6.934,133,#N/A N/A,#N/A N/A,
2/4/1977,101.88,#N/A N/A,7.282,6.039,6.704,132.45,#N/A N/A,#N/A N/A,
2/7/1977,101.89,#N/A N/A,7.342,6.049,6.754,134.25,#N/A N/A,#N/A N/A,
2/8/1977,101.6,#N/A N/A,7.352,6.069,6.764,134.7,#N/A N/A,#N/A N/A,
2/9/1977,100.73,#N/A N/A,7.342,6.019,6.734,136.1,#N/A N/A,#N/A N/A,
2/10/1977,100.82,#N/A N/A,7.342,6.049,6.764,135.85,#N/A N/A,#N/A N/A,
2/11/1977,100.22,#N/A N/A,7.362,6.029,6.764,135,#N/A N/A,#N/A N/A,
2/14/1977,100.74,#N/A N/A,7.382,6.069,6.764,136.45,#N/A N/A,#N/A N/A,
2/15/1977,101.04,#N/A N/A,7.362,6.049,6.724,135.9,#N/A N/A,#N/A N/A,
2/16/1977,101.5,#N/A N/A,7.342,6.029,6.704,135.9,#N/A N/A,#N/A N/A,
2/17/1977,100.92,#N/A N/A,7.262,5.999,6.674,136.4,#N/A N/A,#N/A N/A,
2/18/1977,100.49,#N/A N/A,7.412,6.069,6.824,136.6,#N/A N/A,#N/A N/A,
2/21/1977,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,137.5,#N/A N/A,#N/A N/A,
2/22/1977,100.49,#N/A N/A,7.772,6.099,6.844,138.1,#N/A N/A,#N/A N/A,
2/23/1977,100.19,#N/A N/A,7.812,6.129,6.954,139.15,#N/A N/A,#N/A N/A,
2/24/1977,99.6,#N/A N/A,7.822,6.209,7.024,141.25,#N/A N/A,#N/A N/A,
2/25/1977,99.48,#N/A N/A,7.792,6.149,6.994,139.93,#N/A N/A,#N/A N/A,
2/28/1977,99.82,#N/A N/A,7.802,6.089,6.984,142.75,#N/A N/A,7.6,
3/1/1977,100.66,#N/A N/A,7.492,6.169,6.994,141.4,#N/A N/A,#N/A N/A,
3/2/1977,100.39,#N/A N/A,7.452,6.129,6.934,145.05,#N/A N/A,#N/A N/A,
3/3/1977,100.88,#N/A N/A,7.432,6.089,6.904,144.7,#N/A N/A,#N/A N/A,
3/4/1977,101.2,#N/A N/A,7.482,6.109,6.984,145.4,#N/A N/A,#N/A N/A,
3/7/1977,101.25,#N/A N/A,7.502,6.129,6.994,148.3,#N/A N/A,#N/A N/A,
3/8/1977,100.87,#N/A N/A,7.522,6.149,6.994,148.25,#N/A N/A,#N/A N/A,
3/9/1977,100.1,#N/A N/A,7.502,6.129,6.974,145.9,#N/A N/A,#N/A N/A,
3/10/1977,100.67,#N/A N/A,7.492,6.119,6.954,147.05,#N/A N/A,#N/A N/A,
3/11/1977,100.65,#N/A N/A,7.442,6.099,6.904,146.3,#N/A N/A,#N/A N/A,
3/14/1977,101.42,#N/A N/A,7.452,6.069,6.894,145.75,#N/A N/A,#N/A N/A,
3/15/1977,101.98,#N/A N/A,7.442,6.069,6.874,146.45,#N/A N/A,#N/A N/A,
3/16/1977,102.17,#N/A N/A,7.442,6.089,6.904,147.5,#N/A N/A,#N/A N/A,
3/17/1977,102.08,#N/A N/A,7.472,6.149,6.944,148.9,#N/A N/A,#N/A N/A,
3/18/1977,101.86,#N/A N/A,7.442,6.089,6.904,150.05,#N/A N/A,#N/A N/A,
3/21/1977,101.31,#N/A N/A,7.432,6.039,6.884,152,#N/A N/A,#N/A N/A,
3/22/1977,101,#N/A N/A,7.432,6.049,6.874,150.4,#N/A N/A,#N/A N/A,
3/23/1977,100.2,#N/A N/A,7.442,6.049,6.884,152.8,#N/A N/A,#N/A N/A,
3/24/1977,99.7,#N/A N/A,7.462,6.079,6.904,152.75,#N/A N/A,#N/A N/A,
3/25/1977,99.06,#N/A N/A,7.482,6.109,6.944,153.55,#N/A N/A,#N/A N/A,
3/28/1977,99,#N/A N/A,7.472,6.119,6.964,150,#N/A N/A,#N/A N/A,
3/29/1977,99.69,#N/A N/A,7.472,6.089,6.934,148.4,#N/A N/A,#N/A N/A,
3/30/1977,98.54,#N/A N/A,7.442,6.059,6.954,149.45,#N/A N/A,#N/A N/A,
3/31/1977,98.42,#N/A N/A,7.422,6.019,6.944,148.9,#N/A N/A,7.4,
4/1/1977,99.21,#N/A N/A,7.432,6.029,6.924,148.3,#N/A N/A,#N/A N/A,
4/4/1977,98.23,#N/A N/A,7.442,6.039,6.944,150.3,#N/A N/A,#N/A N/A,
4/5/1977,98.01,#N/A N/A,7.472,6.019,6.954,148.65,#N/A N/A,#N/A N/A,
4/6/1977,97.91,#N/A N/A,7.462,6.049,6.954,148.6,#N/A N/A,#N/A N/A,
4/7/1977,98.35,#N/A N/A,7.432,6.029,6.934,148.7,#N/A N/A,#N/A N/A,
4/8/1977,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,
4/11/1977,98.88,#N/A N/A,7.392,5.969,6.844,#N/A N/A,#N/A N/A,#N/A N/A,
4/12/1977,100.15,#N/A N/A,7.392,5.989,6.834,149.7,#N/A N/A,#N/A N/A,
4/13/1977,100.16,#N/A N/A,7.362,5.969,6.814,152.2,#N/A N/A,#N/A N/A,
4/14/1977,101,#N/A N/A,7.202,5.739,6.564,152.05,#N/A N/A,#N/A N/A,
4/15/1977,101.04,#N/A N/A,7.252,5.789,6.604,150.65,#N/A N/A,#N/A N/A,
4/18/1977,100.54,#N/A N/A,7.252,5.809,6.614,151,#N/A N/A,#N/A N/A,
4/19/1977,100.07,#N/A N/A,7.302,5.879,6.664,150.45,#N/A N/A,#N/A N/A,
4/20/1977,100.4,#N/A N/A,7.322,5.959,6.714,149.5,#N/A N/A,#N/A N/A,
4/21/1977,99.75,#N/A N/A,7.332,5.949,6.724,148.1,#N/A N/A,#N/A N/A,
4/22/1977,98.44,#N/A N/A,7.362,6.039,6.804,149.7,#N/A N/A,#N/A N/A,
4/25/1977,97.15,#N/A N/A,7.402,6.019,6.824,148.75,#N/A N/A,#N/A N/A,
4/26/1977,97.11,#N/A N/A,7.382,6.009,6.764,147.15,#N/A N/A,#N/A N/A,
4/27/1977,97.96,#N/A N/A,7.382,6.019,6.754,147.5,#N/A N/A,#N/A N/A,
4/28/1977,98.2,#N/A N/A,7.402,6.039,6.784,145.6,#N/A N/A,#N/A N/A,
4/29/1977,98.44,#N/A N/A,7.452,6.149,6.904,147.25,#N/A N/A,#N/A N/A,
5/2/1977,98.93,#N/A N/A,7.452,6.159,6.944,148.35,#N/A N/A,#N/A N/A,
5/3/1977,99.43,#N/A N/A,7.442,6.159,6.904,148.25,#N/A N/A,#N/A N/A,
5/4/1977,99.96,#N/A N/A,7.452,6.119,6.894,148.1,#N/A N/A,#N/A N/A,
5/5/1977,100.11,#N/A N/A,7.472,6.169,6.944,146.95,#N/A N/A,#N/A N/A,
5/6/1977,99.49,#N/A N/A,7.502,6.249,7.004,148.25,#N/A N/A,#N/A N/A,
5/9/1977,99.18,#N/A N/A,7.502,6.259,6.974,147.3,#N/A N/A,#N/A N/A,
5/10/1977,99.47,#N/A N/A,7.522,6.279,6.904,147.5,#N/A N/A,#N/A N/A,
5/11/1977,98.78,#N/A N/A,7.522,6.349,7.034,147.7,#N/A N/A,#N/A N/A,
5/12/1977,98.73,#N/A N/A,7.502,6.329,6.934,147.2,#N/A N/A,#N/A N/A,
5/13/1977,99.03,#N/A N/A,7.482,6.289,6.944,148.15,#N/A N/A,#N/A N/A,
5/16/1977,99.47,#N/A N/A,7.462,6.269,6.924,147.65,#N/A N/A,#N/A N/A,
5/17/1977,99.77,#N/A N/A,7.452,6.259,6.914,147.8,#N/A N/A,#N/A N/A,
5/18/1977,100.3,#N/A N/A,7.432,6.249,6.894,146.9,#N/A N/A,#N/A N/A,
5/19/1977,99.88,#N/A N/A,7.492,6.349,7.004,146.85,#N/A N/A,#N/A N/A,
5/20/1977,99.45,#N/A N/A,7.492,6.439,7.014,147.35,#N/A N/A,#N/A N/A,
5/23/1977,98.15,#N/A N/A,7.462,6.389,6.994,146.5,#N/A N/A,#N/A N/A,
5/24/1977,97.67,#N/A N/A,7.412,6.309,6.934,144.8,#N/A N/A,#N/A N/A,
5/25/1977,96.77,#N/A N/A,7.392,6.239,6.884,144.75,#N/A N/A,#N/A N/A,
5/26/1977,97.01,#N/A N/A,7.422,6.249,6.764,143.7,#N/A N/A,#N/A N/A,
5/27/1977,96.27,#N/A N/A,7.382,6.209,6.884,144.4,#N/A N/A,#N/A N/A,
5/30/1977,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,143.9,#N/A N/A,#N/A N/A,
5/31/1977,96.12,#N/A N/A,7.382,6.189,6.874,142.95,#N/A N/A,7,
6/1/1977,96.93,#N/A N/A,7.382,6.249,6.874,143.85,#N/A N/A,#N/A N/A,
6/2/1977,96.74,#N/A N/A,7.392,6.209,6.874,141.95,#N/A N/A,#N/A N/A,
6/3/1977,97.69,#N/A N/A,7.362,6.199,6.864,141.45,#N/A N/A,#N/A N/A,
6/6/1977,97.23,#N/A N/A,7.722,6.189,6.874,#N/A N/A,#N/A N/A,#N/A N/A,
6/7/1977,97.73,#N/A N/A,7.672,6.179,6.854,#N/A N/A,#N/A N/A,#N/A N/A,
6/8/1977,98.2,#N/A N/A,7.672,6.159,6.844,142.3,#N/A N/A,#N/A N/A,
6/9/1977,98.14,#N/A N/A,7.672,6.169,6.854,140.6,#N/A N/A,#N/A N/A,
6/10/1977,98.46,#N/A N/A,7.662,6.159,6.784,140,#N/A N/A,#N/A N/A,
6/13/1977,98.74,#N/A N/A,7.622,6.139,6.744,138.4,#N/A N/A,#N/A N/A,
6/14/1977,99.86,#N/A N/A,7.592,6.089,6.684,137.1,#N/A N/A,#N/A N/A,
6/15/1977,99.61,#N/A N/A,7.602,6.119,6.734,138.9,#N/A N/A,#N/A N/A,
6/16/1977,99.85,#N/A N/A,7.242,6.129,6.744,139.85,#N/A N/A,#N/A N/A,
6/17/1977,99.97,#N/A N/A,7.242,6.109,6.724,138.75,#N/A N/A,#N/A N/A,
6/20/1977,100.42,#N/A N/A,7.272,6.119,6.744,139.85,#N/A N/A,#N/A N/A,
6/21/1977,100.74,#N/A N/A,7.262,6.129,6.744,141.3,#N/A N/A,#N/A N/A,
6/22/1977,100.46,#N/A N/A,7.252,6.129,6.704,139.45,#N/A N/A,#N/A N/A,
6/23/1977,100.62,#N/A N/A,7.262,6.129,6.724,140.15,#N/A N/A,#N/A N/A,
6/24/1977,101.19,#N/A N/A,7.202,6.109,6.684,140.8,#N/A N/A,#N/A N/A,
6/27/1977,100.98,#N/A N/A,7.202,6.069,6.654,142.5,#N/A N/A,#N/A N/A,
6/28/1977,100.14,#N/A N/A,7.162,6.069,6.644,143,#N/A N/A,#N/A N/A,
6/29/1977,100.11,#N/A N/A,7.192,6.059,6.684,142.35,#N/A N/A,#N/A N/A,
6/30/1977,100.48,#N/A N/A,7.202,6.089,6.704,143,#N/A N/A,7.2,
7/1/1977,100.1,#N/A N/A,7.342,6.129,6.714,142.55,#N/A N/A,#N/A N/A,
7/4/1977,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,140.5,#N/A N/A,#N/A N/A,
7/5/1977,100.09,#N/A N/A,7.352,6.129,6.754,141.25,#N/A N/A,#N/A N/A,
7/6/1977,99.58,#N/A N/A,7.372,6.149,6.784,140.55,#N/A N/A,#N/A N/A,
7/7/1977,99,#N/A N/A,7.292,6.159,6.784,141.45,#N/A N/A,#N/A N/A,
7/8/1977,99.79,#N/A N/A,7.312,6.199,6.824,142.05,#N/A N/A,#N/A N/A,
7/11/1977,99.55,#N/A N/A,7.332,6.229,6.834,140.9,#N/A N/A,#N/A N/A,
7/12/1977,99.45,#N/A N/A,7.322,6.229,6.814,141.8,#N/A N/A,#N/A N/A,
7/13/1977,99.59,#N/A N/A,7.282,6.199,6.754,142.8,#N/A N/A,#N/A N/A,
7/14/1977,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,143.85,#N/A N/A,#N/A N/A,
7/15/1977,100.18,#N/A N/A,7.312,6.269,6.824,144.6,#N/A N/A,#N/A N/A,
